waterpoint_id,latitude,longitude,waterpoint_image,functional_status,downtime_duration,abandon_reason,has_current_issue,current_issue,water_available_today,continuous_30days,no_water_30days_reason,repair_duration_days,seasonal_unavailable,seasonal_period,flow_test_possible,fill_time_20l,latrine_within_100m,observed_issues,water_quality_issues,preventive_maintenance,maintenance_barrier,user_population,universal_access,households_no_access,access_barrier,max_roundtrip_minutes,max_distance_metres,has_service_provider,provider_type,has_tariff,tariff_frequency,tariff_amount_mwk,tariff_cost_basis,has_financial_records,has_positive_balance,savings_or_loans,record_balance_mwk,has_bank_account,bank_balance_mwk,committee_year_formed,committee_member_count,committee_women_count,treasurer_gender,months_unavailable
23257579,-16.5259984,34.8449749,https://api.mwater.co/v3/images/2f30fe1e26bb498d8bec82e4011f6a89,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,Sometimes,NA,816,0,NA,NA,15,450,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
420748584,-16.5295735,34.8408023,https://api.mwater.co/v3/images/4a8f096ea8194de4a99907d57aea1209,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,Yes,NA,416,0,NA,NA,15,550,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,11,6,Female,0
575377808,-15.1997234,35.4167329,https://api.mwater.co/v3/images/49d05048733f4333ad9842cc6b579161,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,64.505,Yes,Soil erosion or collapse around the water point,NA,Yes,NA,156,0,NA,NA,40,500,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,200,Affordability,Yes,Yes,Yes,3000,No,NA,2021,10,7,Female,0
37231958,-16.5311402,34.8632451,https://api.mwater.co/v3/images/08cae92bda884581aec553e49048759c,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,44.121,Yes,No problems,NA,Sometimes,NA,746,0,NA,NA,15,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
47420953,-16.5292276,34.8602245,https://api.mwater.co/v3/images/32c0c8fddf5c40228046a099d1c85bee,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,40.299,Yes,No problems,NA,Yes,NA,412,0,NA,NA,15,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575377743,-15.2108996,35.41543939999999,https://api.mwater.co/v3/images/478928d344284912beff20ef8add4f59,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,59.751,Yes,No problems,NA,Sometimes,NA,189,0,NA,NA,15,300,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,200,Affordability,Yes,Yes,Yes,5000,No,NA,2020,10,7,Female,0
575377781,-15.2070623,35.417170799999994,https://api.mwater.co/v3/images/aa295c230ade4da487f8b1ad05bb1201,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,74.641,Yes,No problems,NA,Sometimes,NA,206,0,NA,NA,40,200,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,10,8,Female,0
37258791,-16.5210373,34.8670349,https://api.mwater.co/v3/images/735d8d17ac8a4eca819c743157371fd6,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,38.903,Yes,No problems,NA,Yes,NA,316,0,NA,NA,8,450,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10663907,-15.2090551,35.41551199999999,https://api.mwater.co/v3/images/f2a466e7c639401ba61822007de78ac4,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,98.481,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,102,0,NA,NA,20,500,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,300,Affordability,Yes,NA,NA,NA,No,NA,2018,10,7,Female,0
60566892,-16.5095895,34.8822298,https://api.mwater.co/v3/images/8c04039835cc4bdb86e9196bbd99dfc1,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,"Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,316,0,NA,NA,12,600,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
243391512,-16.4595623,34.8854894,https://api.mwater.co/v3/images/554d16f7065a4e5c94a696d2a6abf9e0,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,49.538,No,No problems,NA,Yes,NA,720,0,NA,NA,35,400,Yes,Water Point Committee,Yes,Per month,200,"Affordability, Maintenance costs",No,NA,NA,NA,No,NA,2019,10,5,Female,0
243391251,-16.4629387,34.87456379999999,https://api.mwater.co/v3/images/532e6fb2f2b54e5286df3d88e7a3b367,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,49.586,Yes,No problems,NA,Yes,NA,308,0,NA,NA,120,1000,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per month,200,"Affordability, Maintenance costs, Bill payments",No,NA,NA,NA,No,NA,2022,10,5,Male,0
47349290,-16.504281,34.88287629999999,https://api.mwater.co/v3/images/05be51903610425fab916691b5249c79,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,"No problems , Other",NA,Yes,NA,419,0,NA,NA,15,650,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,11,6,Male,0
22533531,-16.5020312,34.88279370000001,https://api.mwater.co/v3/images/ad73e3cff0a443288cae98839820f8a9,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Low water pressure,6,No,NA,No,NA,Yes,"Damage to civil works - platform, well head, riser etc, Leakage from pump/ pedestal",NA,Sometimes,NA,412,0,NA,NA,10,550,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575377815,-15.1910499,35.4232402,https://api.mwater.co/v3/images/b1f2864922a3446f86d72e70263c8d3e,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,51.63,Yes,No problems,NA,Sometimes,NA,75,0,NA,NA,20,100,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,100,Affordability,Yes,Yes,Yes,12600,No,NA,2021,10,7,Female,0
23257782,-16.5043017,34.884954099999995,https://api.mwater.co/v3/images/2340ed57f75c4fc6b2fb21d415653f87,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,102.641,Yes,No problems,NA,Yes,NA,267,0,NA,NA,8,400,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
523110923,-16.4003285,34.8447322,https://api.mwater.co/v3/images/bc2be845cfdb4aa9b3d00d227453b74c,Functional,NA,NA,Yes,"Broken parts, Worn out parts",Yes,Yes,NA,NA,No,NA,Yes,59.002,No,No problems,NA,No,Lack of technical expertise,246,0,NA,NA,30,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,6,Female,0
420748515,-16.4823299,34.8762633,https://api.mwater.co/v3/images/1205989c627a4f88837bf9971289a7dc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,40.841,Yes,"No problems , Other",NA,Sometimes,NA,316,0,NA,NA,10,450,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2023,11,6,Male,0
575971408,-15.22276448,35.44917671,https://api.mwater.co/v3/images/dc4d731da46c49b2880810eba0e76f91,Functional,NA,NA,No,NA,Yes,No,Low water pressure,2,No,NA,Yes,68.912,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,200,0,NA,NA,30,2000,Yes,Area or Water Mechanic,Yes,Per quarter,500,Maintenance costs,Yes,No,No,500,No,NA,NA,NA,NA,NA,0
420748508,-16.4811945,34.8676794,https://api.mwater.co/v3/images/155b4bcc7eb6436082f3627f541d9822,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,41.733,Yes,No problems,NA,Sometimes,NA,394,0,NA,NA,9,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
26145154,-16.4046139,34.87710259999999,https://api.mwater.co/v3/images/8beaf05587ba4d5e82b2ab9beb1b18b1,Not functional,More than 5 years,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,Damage or problem with pump,NA,No,Lack of technical expertise,NA,NA,NA,NA,NA,NA,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,10,5,Male,0
575377846,-15.2029961,35.4189976,https://api.mwater.co/v3/images/39234ca976684028b224eaf501f41b40,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,88.005,Yes,No problems,NA,Sometimes,NA,302,0,NA,NA,30,400,Yes,"Area or Water Mechanic, Water Point Committee",Yes,Per month,300,Affordability,Yes,Yes,Yes,9000,No,NA,2021,10,7,Female,0
420748694,-16.506419,34.88751239999999,https://api.mwater.co/v3/images/0a4f7ed9c6ee47b389062a54cb88ba62,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Sometimes,NA,316,0,NA,NA,10,550,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23257232,-16.5073556,34.887188599999995,https://api.mwater.co/v3/images/e44632b7c69d41e9b2487187240ad6b2,Not functional,2 - 5 years,NA,NA,NA,NA,NA,NA,NA,Don't know,NA,NA,NA,No,Other,NA,Sometimes,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
523110985,-16.4049468,34.8790324,https://api.mwater.co/v3/images/a57e0cd1ef7f4fc6aa3594624b927dfb,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,52.761,Yes,No problems,NA,Yes,NA,297,0,NA,NA,15,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,10,5,Male,0
23045471,-16.5020924,34.890186799999995,https://api.mwater.co/v3/images/5c14bb434d20492a89a2474f18a9fb59,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,"Damage to civil works - platform, well head, riser etc, Leakage from pump/ pedestal",NA,Sometimes,NA,234,0,NA,NA,8,450,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23045471,-16.5019302,34.89116529999999,https://api.mwater.co/v3/images/278ae522c59b4733960fb9a114e754d2,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,37.191,Yes,No problems,NA,Yes,NA,412,0,NA,NA,15,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
572187332,-16.4064361,34.8781201,https://api.mwater.co/v3/images/d6cacaaab134492cbedc9fbb69ede78c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Low water pressure,2,Yes,"10, 11, 12, 09",Yes,93.981,Yes,No problems,NA,Yes,NA,250,0,NA,NA,12,200,Yes,Area or Water Mechanic,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
575377853,-15.2016017,35.42202499999999,https://api.mwater.co/v3/images/77a130ade7c64c1796c6d418cf345770,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,56.093,Yes,No problems,NA,Sometimes,NA,289,1,21,Long distance,60,900,Yes,Water Point Committee,Yes,Per month,200,Affordability,Yes,Yes,Yes,5600,No,NA,2022,10,7,Female,0
575377860,-15.2014183,35.4234733,https://api.mwater.co/v3/images/d639b4e8988f46688f2ff2f6a902b3fe,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,Yes,"09, 10, 11, 08",Yes,53.77,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump, Soil erosion or collapse around the water point",NA,Sometimes,NA,201,1,13,Inadequate water supply / low pressure,50,500,Yes,Water Point Committee,Yes,Per month,500,Maintenance costs,Yes,Yes,Yes,11000,No,NA,2022,10,8,Female,4
46942324,-16.4951993,34.8948472,https://api.mwater.co/v3/images/677bde563e1b4007a41f6bfb16f1026c,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Yes,NA,294,0,NA,NA,10,350,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
575377877,-15.2032152,35.4238415,https://api.mwater.co/v3/images/b71f014a13c34d2fa89f201378f84cbd,Partially functional but in need of repair,NA,NA,NA,NA,No,Yes,NA,NA,Yes,"07, 08, 09, 10, 11",NA,NA,Yes,"Damage or problem with pump, Damage to civil works - platform, well head, riser etc",NA,Yes,NA,153,1,21,Inadequate water supply / low pressure,50,300,Yes,Water Point Committee,Yes,Per month,100,Affordability,Yes,Yes,Yes,3000,No,NA,2022,10,8,Male,5
420748766,-16.4964218,34.8909344,https://api.mwater.co/v3/images/a7b86a41f0554aa2864ffc27dedcb796,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Yes,NA,264,0,NA,NA,8,350,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
11026606,-16.496038,34.8872,https://api.mwater.co/v3/images/f9e2a9ab100c4629a5dff48188d8ea47,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,38.391,Yes,No problems,NA,Yes,NA,314,0,NA,NA,10,400,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11,6,Male,0
575377884,-15.2028117,35.422087299999994,https://api.mwater.co/v3/images/24637fecb87146f18280cf2bcc406711,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,66.51,Yes,No problems,NA,Sometimes,NA,184,0,NA,NA,300,30,Yes,Water Point Committee,Yes,Per month,500,Affordability,Yes,Yes,Yes,10500,No,NA,2020,10,8,Female,0
46981998,-16.4941544,34.887919,https://api.mwater.co/v3/images/5242a159af5e4cc696c435932065fc76,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Sometimes,NA,478,0,NA,NA,15,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
46942324,-16.4939528,34.8940473,https://api.mwater.co/v3/images/01b441c1245246c298356f9cf623d00d,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,38.111,Yes,No problems,NA,Yes,NA,198,0,NA,NA,8,320,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
18495847,-16.489139,34.8939004,https://api.mwater.co/v3/images/7ad8ad93add849b38d76c5e3350c6f44,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,No,Lack of technical expertise,194,0,NA,NA,8,250,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
50582228,-16.4119469,34.8433811,https://api.mwater.co/v3/images/ff6fb3bf4dd24701bf177d2668a472f4,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,56.241,No,"Damage to civil works - platform, well head, riser etc, Other",NA,No,"Lack of money, Lack of understanding/commitment to Preventative Maintenance",2001,1,350,"Long distance, System does not reach all community members",120,300,Yes,Water Point Committee,Yes,"Flat fee plus fee per unit, Per year",300,"Maintenance costs, Operation costs",No,NA,NA,NA,No,NA,2000,6,4,Female,0
443879407,-16.40069,34.8585405,https://api.mwater.co/v3/images/82f0f7be4e3c4b1a8cff6a3e05eed69a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,79.561,Yes,"Water quality, Damage to civil works - platform, well head, riser etc, Other",Salinity / saltiness,No,"Lack of money, Other",200,0,NA,NA,10,15,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
56944859,-16.4863935,34.8923827,https://api.mwater.co/v3/images/1b8b983edbf14bb59117d484c5629801,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,38.271,Yes,No problems,NA,No,Lack of technical expertise,216,0,NA,NA,8,270,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,11,7,Male,0
51441722,-16.4089137,34.8175593,https://api.mwater.co/v3/images/7e24d7422b614e15abfa22c550fe54f4,Not functional,1 - 6 months,NA,NA,NA,NA,NA,NA,NA,Yes,"06, 07, 08, 09",NA,NA,Yes,"Damage or problem with pump, Other",NA,No,"Lack of money, Lack of understanding/commitment to Preventative Maintenance, Other",680,1,131,"System is not functional / newly constructed, Other",35,400,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
69031388,-16.4046917,34.785238299999996,https://api.mwater.co/v3/images/082fece7cc14453b99fb62f1a382e24f,Functional,NA,NA,Yes,Low water flow - Low water pressure,Yes,Yes,NA,NA,No,NA,Yes,102.671,Yes,Other,NA,No,"Lack of money, Lack of understanding/commitment to Preventative Maintenance",350,1,25,"Inadequate water supply / low pressure, Long lines, System does not reach all community members",30,260,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
33993674,-15.1999091,35.42010539999999,https://api.mwater.co/v3/images/5705173e25e04ac6808ec2d9e38d2980,Not functional,6 - 12 months,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,Yes,"Damage to civil works - platform, well head, riser etc",NA,No,Lack of understanding/commitment to Preventative Maintenance,298,1,53,Community conflicts,50,800,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,10,9,Male,0
9361575,-16.524274,34.86392969999999,https://api.mwater.co/v3/images/9a3ca1955af94f20846fa8bbd485dff9,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,40.963,Yes,No problems,NA,Sometimes,NA,412,0,NA,NA,12,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
37217929,-16.5370869,34.8715571,https://api.mwater.co/v3/images/f30b44a575ae4a64b0881d7ebe8b708e,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,37.851,No,No problems,NA,Sometimes,NA,412,0,NA,NA,35,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
23809938,-16.5307917,34.85833139999999,https://api.mwater.co/v3/images/4880b5d7d0784f37a8b6c1c7af0ce32a,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,Sometimes,NA,469,0,NA,NA,40,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
420748058,-16.5196264,34.9655711,https://api.mwater.co/v3/images/a88bbad4a7c9428c8a8a1ddec98ef6bc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,No problems,NA,Sometimes,NA,761,0,NA,NA,60,600,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
420747923,-16.5266406,34.9498103,https://api.mwater.co/v3/images/65f98599837b47c29a64f48f6e5bd873,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Yes,NA,356,0,NA,NA,40,650,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,11,7,Male,0
12203716,-16.4770108,34.8787833,https://api.mwater.co/v3/images/41ef37aba16b429aac663adae9effd70,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,46.543,No,No problems,NA,Yes,NA,413,0,NA,NA,60,650,Yes,Water Point Committee,Yes,Per year,2000,Affordability,No,NA,NA,NA,No,NA,2014,11,7,Male,0
47143786,-16.5046539,34.8879289,https://api.mwater.co/v3/images/7d675f971d29400cb891256ece826630,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,No,NA,Yes,"Damage to civil works - platform, well head, riser etc",NA,Sometimes,NA,516,0,NA,NA,40,700,Don't know,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
60565918,-16.5031833,34.89583149999999,https://api.mwater.co/v3/images/30e0d78165b74fa5b9ea50d5c7ae2113,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,No,NA,No,No problems,NA,Yes,NA,386,0,NA,NA,55,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
420748742,-16.4977307,34.89497649999999,https://api.mwater.co/v3/images/c203a4964df44ad9b1384fbcfcced1ee,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,40.152,No,"No problems , Other",NA,Sometimes,NA,496,0,NA,NA,40,700,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
420747916,-16.5265352,34.95066080000001,https://api.mwater.co/v3/images/266abf589adf4a628a0bb169767fcb3c,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,42.011,No,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,348,0,NA,NA,60,600,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,11,6,Female,0
56944770,-16.4591141,34.8728436,https://api.mwater.co/v3/images/bc15cf185f6c47e2b183d7805da4eec0,No longer exists or abandoned,More than 5 years,Poor water quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Water quality,Salinity / saltiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
10593101,-16.4618521,34.882953699999995,https://api.mwater.co/v3/images/f3470254198b414d811151c5efa6c236,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,45.591,Yes,"Damage to civil works - platform, well head, riser etc, Leakage from pump/ pedestal",NA,Yes,NA,605,0,NA,NA,40,600,Yes,Water Point Committee,Yes,Per month,200,"Maintenance costs, Affordability",No,NA,NA,NA,No,NA,2019,10,5,Female,0
33174598,-16.4594972,34.8845235,https://api.mwater.co/v3/images/1ecb15ec3f6b4f44a383087ab911f63a,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,42.52,Yes,No problems,NA,Yes,NA,674,0,NA,NA,50,700,Yes,"Water Point Committee, Area or Water Mechanic",Yes,Per month,200,"Affordability, Maintenance costs",Yes,Yes,Yes,62400,No,NA,2016,10,6,Male,0
33174608,-16.4595345,34.8854804,https://api.mwater.co/v3/images/b2ad44f0345242268dc3f5691d4f752f,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,48.422,Yes,No problems,NA,Yes,NA,480,0,NA,NA,35,600,Yes,Water Point Committee,Yes,Per month,200,Maintenance costs,Yes,NA,NA,NA,No,NA,2019,10,5,Female,0
12200218,-16.4573858,34.88073489999999,https://api.mwater.co/v3/images/827b9ab083284abfb087ea940ad2c1b8,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,Rationing,NA,Yes,"08, 09, 10, 11, 12",Yes,122.555,No,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,120,0,NA,NA,50,700,Yes,"Water User Association (WUA), Owner / Private household",Yes,Per month,1000,"Operation costs, Maintenance costs",No,NA,NA,NA,No,NA,NA,NA,NA,NA,5
10983182,-15.2049026,35.4275672,https://api.mwater.co/v3/images/25492aa01a8e4f71a03629420707dec4,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,67.392,Yes,Soil erosion or collapse around the water point,NA,Sometimes,NA,230,0,NA,NA,40,500,Yes,Water Point Committee,Yes,Per year,500,Affordability,Yes,Yes,Yes,52000,No,NA,2021,10,10,Female,0
523110947,-16.4096525,34.810067399999994,https://api.mwater.co/v3/images/51874ea1a2674b72a8a51964082fa89c,No longer exists or abandoned,More than 5 years,Poor water quality,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,Water quality,Salinity / saltiness,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49876628,-16.4054367,34.857612,https://api.mwater.co/v3/images/754a355826ed492c83cddf65743ff33e,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,65.121,Yes,"Damage to civil works - platform, well head, riser etc, Damage or problem with pump",NA,Yes,NA,612,0,NA,NA,30,1500,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,10,5,Male,0
523110954,-16.4074366,34.814767,https://api.mwater.co/v3/images/2da08f52de3f406abf40e3b05ad4f78a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,54.171,No,No problems,NA,Yes,NA,294,0,NA,NA,30,1500,Yes,Water Point Committee,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,10,5,Female,0
12080421,-16.4584741,34.888814000000004,https://api.mwater.co/v3/images/f38acb4092b14afc8dcf65f42543e0e3,Partially functional but in need of repair,NA,NA,NA,NA,Yes,Yes,NA,NA,No,NA,Yes,52.691,Yes,"Damage to civil works - platform, well head, riser etc",NA,Yes,NA,52,0,NA,NA,25,500,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
49876628,-16.4013228,34.8536741,https://api.mwater.co/v3/images/2430af6919ca494bbbb3e1c7a840a246,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,58.851,No,No problems,NA,Yes,NA,365,0,NA,NA,30,1000,Yes,Water Point Committee,Yes,Flat fee plus fee per unit,200,Affordability,No,NA,NA,NA,No,NA,2019,10,6,Male,0
243391536,-16.4600947,34.8782764,https://api.mwater.co/v3/images/9791bfed2d384ea48b36582fc2306a2a,Partially functional but in need of repair,NA,NA,NA,NA,Yes,No,"Poor water quality, Low water pressure",0,Yes,"01, 02, 03, 04, 05, 06, 07, 08, 09, 10, 11, 12",Yes,75.98,Yes,Water quality,Salinity / saltiness,No,Lack of technical expertise,621,0,NA,NA,60,800,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12
10593132,-16.4594866,34.8917271,https://api.mwater.co/v3/images/30e01f6afc0744a3aeec5e6ab3a92ec4,Not functional,Less than 1 month,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,No,Damage or problem with pump,NA,No,Lack of technical expertise,1221,0,NA,NA,35,1000,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
12203998,-16.4623681,34.8929081,https://api.mwater.co/v3/images/99a2f68413eb441faf81136b727b1bfc,Functional,NA,NA,No,NA,Yes,Yes,NA,NA,No,NA,Yes,43.661,Yes,No problems,NA,No,"Lack of technical expertise, Other",120,0,NA,NA,30,500,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
